"item";"gastos";"mes";"anno";"id"
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"septiembre";"2022";1151
"ARRIENDO DE OFICINA MÓVIL";"0";"septiembre";"2022";1151
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"septiembre";"2022";1151
"SERVICIOS MENORES";"489.325";"septiembre";"2022";1151
"COVID-19 PERSONAL DE APOYO";"0";"septiembre";"2022";1151
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.331.865";"octubre";"2022";1151
"TELEFONÍA";"88.960";"octubre";"2022";1151
"TRASLACIÓN";"1.908.504";"octubre";"2022";1151
"DIFUSIÓN";"0";"octubre";"2022";1151
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"octubre";"2022";1151
"ARRIENDO DE INMUEBLE";"600.000";"octubre";"2022";1151
"CONSUMOS BÁSICOS";"0";"octubre";"2022";1151
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"103.998";"octubre";"2022";1151
"MATERIALES DE OFICINA";"0";"octubre";"2022";1151
"CORRESPONDENCIA";"0";"octubre";"2022";1151
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"octubre";"2022";1151
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"octubre";"2022";1151
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"octubre";"2022";1151
"SEGUROS DE BIENES";"0";"octubre";"2022";1151
"ARRIENDO DE OFICINAS VIRTUALES";"0";"octubre";"2022";1151
"SERVICIOS WEB";"0";"octubre";"2022";1151
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"octubre";"2022";1151
"ARRIENDO DE OFICINA MÓVIL";"0";"octubre";"2022";1151
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"octubre";"2022";1151
"SERVICIOS MENORES";"569.030";"octubre";"2022";1151
"COVID-19 PERSONAL DE APOYO";"0";"octubre";"2022";1151
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.330.374";"noviembre";"2022";1151
"TELEFONÍA";"88.960";"noviembre";"2022";1151
"TRASLACIÓN";"2.106.821";"noviembre";"2022";1151
"DIFUSIÓN";"0";"noviembre";"2022";1151
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"noviembre";"2022";1151
"ARRIENDO DE INMUEBLE";"600.000";"noviembre";"2022";1151
"CONSUMOS BÁSICOS";"0";"noviembre";"2022";1151
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"103.998";"noviembre";"2022";1151
"MATERIALES DE OFICINA";"52.059";"noviembre";"2022";1151
"CORRESPONDENCIA";"0";"noviembre";"2022";1151
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"noviembre";"2022";1151
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"noviembre";"2022";1151
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"noviembre";"2022";1151
"SEGUROS DE BIENES";"0";"noviembre";"2022";1151
"ARRIENDO DE OFICINAS VIRTUALES";"0";"noviembre";"2022";1151
"SERVICIOS WEB";"0";"noviembre";"2022";1151
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"noviembre";"2022";1151
"ARRIENDO DE OFICINA MÓVIL";"0";"noviembre";"2022";1151
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"noviembre";"2022";1151
"SERVICIOS MENORES";"600.000";"noviembre";"2022";1151
"COVID-19 PERSONAL DE APOYO";"0";"noviembre";"2022";1151
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.343.406";"diciembre";"2022";1151
"TELEFONÍA";"88.960";"diciembre";"2022";1151
"TRASLACIÓN";"1.546.204";"diciembre";"2022";1151
"DIFUSIÓN";"0";"diciembre";"2022";1151
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"diciembre";"2022";1151
"ARRIENDO DE INMUEBLE";"600.000";"diciembre";"2022";1151
"CONSUMOS BÁSICOS";"0";"diciembre";"2022";1151
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"103.998";"diciembre";"2022";1151
"MATERIALES DE OFICINA";"0";"diciembre";"2022";1151
"CORRESPONDENCIA";"0";"diciembre";"2022";1151
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"diciembre";"2022";1151
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";1151
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";1151
"SEGUROS DE BIENES";"0";"diciembre";"2022";1151
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";1151
"SERVICIOS WEB";"0";"diciembre";"2022";1151
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";1151
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";1151
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";1151
"SERVICIOS MENORES";"600.000";"diciembre";"2022";1151
"COVID-19 PERSONAL DE APOYO";"0";"diciembre";"2022";1151
NA;NA;"enero";"2023";1151
NA;NA;"febrero";"2023";1151
NA;NA;"marzo";"2023";1151
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"481.481";"marzo";"2022";74
"TELEFONÍA";"0";"marzo";"2022";74
"TRASLACIÓN";"1.256.531";"marzo";"2022";74
"DIFUSIÓN";"0";"marzo";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";74
"ARRIENDO DE INMUEBLE";"1.117.097";"marzo";"2022";74
"CONSUMOS BÁSICOS";"0";"marzo";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";74
"MATERIALES DE OFICINA";"181.553";"marzo";"2022";74
"CORRESPONDENCIA";"0";"marzo";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";74
"SEGUROS DE BIENES";"0";"marzo";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";74
"SERVICIOS WEB";"0";"marzo";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";74
"SERVICIOS MENORES";"333.333";"marzo";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"722.220";"abril";"2022";74
"TELEFONÍA";"17.992";"abril";"2022";74
"TRASLACIÓN";"2.148.305";"abril";"2022";74
"DIFUSIÓN";"339.000";"abril";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"abril";"2022";74
"CONSUMOS BÁSICOS";"0";"abril";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"abril";"2022";74
"MATERIALES DE OFICINA";"0";"abril";"2022";74
"CORRESPONDENCIA";"0";"abril";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";74
"SEGUROS DE BIENES";"0";"abril";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";74
"SERVICIOS WEB";"0";"abril";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";74
"SERVICIOS MENORES";"500.000";"abril";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"mayo";"2022";74
"TELEFONÍA";"17.991";"mayo";"2022";74
"TRASLACIÓN";"2.169.676";"mayo";"2022";74
"DIFUSIÓN";"386.145";"mayo";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"mayo";"2022";74
"CONSUMOS BÁSICOS";"0";"mayo";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"mayo";"2022";74
"MATERIALES DE OFICINA";"54.735";"mayo";"2022";74
"CORRESPONDENCIA";"0";"mayo";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"mayo";"2022";74
"SEGUROS DE BIENES";"0";"mayo";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"mayo";"2022";74
"SERVICIOS WEB";"0";"mayo";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"mayo";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"mayo";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"mayo";"2022";74
"SERVICIOS MENORES";"0";"mayo";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"mayo";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"junio";"2022";74
"TELEFONÍA";"17.991";"junio";"2022";74
"TRASLACIÓN";"1.929.981";"junio";"2022";74
"DIFUSIÓN";"458.000";"junio";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"junio";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"junio";"2022";74
"CONSUMOS BÁSICOS";"0";"junio";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"junio";"2022";74
"MATERIALES DE OFICINA";"83.604";"junio";"2022";74
"CORRESPONDENCIA";"0";"junio";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"junio";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"junio";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"junio";"2022";74
"SEGUROS DE BIENES";"0";"junio";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"junio";"2022";74
"SERVICIOS WEB";"0";"junio";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"junio";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"junio";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"junio";"2022";74
"SERVICIOS MENORES";"138.971";"junio";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"junio";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.820.983";"julio";"2022";74
"TELEFONÍA";"17.991";"julio";"2022";74
"TRASLACIÓN";"2.265.548";"julio";"2022";74
"DIFUSIÓN";"372.756";"julio";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"julio";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"julio";"2022";74
"CONSUMOS BÁSICOS";"0";"julio";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"julio";"2022";74
"MATERIALES DE OFICINA";"0";"julio";"2022";74
"CORRESPONDENCIA";"0";"julio";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"julio";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"julio";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"julio";"2022";74
"SEGUROS DE BIENES";"0";"julio";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"julio";"2022";74
"SERVICIOS WEB";"0";"julio";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"julio";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"julio";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"julio";"2022";74
"SERVICIOS MENORES";"0";"julio";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"julio";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.847.202";"agosto";"2022";74
"TELEFONÍA";"17.991";"agosto";"2022";74
"TRASLACIÓN";"2.132.774";"agosto";"2022";74
"DIFUSIÓN";"410.400";"agosto";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"agosto";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"agosto";"2022";74
"CONSUMOS BÁSICOS";"0";"agosto";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"agosto";"2022";74
"MATERIALES DE OFICINA";"0";"agosto";"2022";74
"CORRESPONDENCIA";"0";"agosto";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"agosto";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"agosto";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"agosto";"2022";74
"SEGUROS DE BIENES";"0";"agosto";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"agosto";"2022";74
"SERVICIOS WEB";"0";"agosto";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"agosto";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"agosto";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"agosto";"2022";74
"SERVICIOS MENORES";"68.911";"agosto";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"agosto";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"septiembre";"2022";74
"TELEFONÍA";"18.380";"septiembre";"2022";74
"TRASLACIÓN";"1.854.127";"septiembre";"2022";74
"DIFUSIÓN";"315.200";"septiembre";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"septiembre";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"septiembre";"2022";74
"CONSUMOS BÁSICOS";"0";"septiembre";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"septiembre";"2022";74
"MATERIALES DE OFICINA";"86.786";"septiembre";"2022";74
"CORRESPONDENCIA";"0";"septiembre";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"septiembre";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"septiembre";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"septiembre";"2022";74
"SEGUROS DE BIENES";"0";"septiembre";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"septiembre";"2022";74
"SERVICIOS WEB";"0";"septiembre";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"septiembre";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"septiembre";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"septiembre";"2022";74
"SERVICIOS MENORES";"256.187";"septiembre";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"septiembre";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"octubre";"2022";74
"TELEFONÍA";"17.991";"octubre";"2022";74
"TRASLACIÓN";"2.459.783";"octubre";"2022";74
"DIFUSIÓN";"150.773";"octubre";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"octubre";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"octubre";"2022";74
"CONSUMOS BÁSICOS";"0";"octubre";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"octubre";"2022";74
"MATERIALES DE OFICINA";"0";"octubre";"2022";74
"CORRESPONDENCIA";"0";"octubre";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"octubre";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"octubre";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"octubre";"2022";74
"SEGUROS DE BIENES";"0";"octubre";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"octubre";"2022";74
"SERVICIOS WEB";"0";"octubre";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"octubre";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"octubre";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"octubre";"2022";74
"SERVICIOS MENORES";"0";"octubre";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"octubre";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"noviembre";"2022";74
"TELEFONÍA";"17.991";"noviembre";"2022";74
"TRASLACIÓN";"2.381.098";"noviembre";"2022";74
"DIFUSIÓN";"216.064";"noviembre";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"noviembre";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"noviembre";"2022";74
"CONSUMOS BÁSICOS";"0";"noviembre";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"noviembre";"2022";74
"MATERIALES DE OFICINA";"13.394";"noviembre";"2022";74
"CORRESPONDENCIA";"0";"noviembre";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"noviembre";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"noviembre";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"noviembre";"2022";74
"SEGUROS DE BIENES";"0";"noviembre";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"noviembre";"2022";74
"SERVICIOS WEB";"0";"noviembre";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"noviembre";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"noviembre";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"noviembre";"2022";74
"SERVICIOS MENORES";"0";"noviembre";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"noviembre";"2022";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.848.731";"diciembre";"2022";74
"TELEFONÍA";"18.291";"diciembre";"2022";74
"TRASLACIÓN";"1.340.943";"diciembre";"2022";74
"DIFUSIÓN";"340.000";"diciembre";"2022";74
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"diciembre";"2022";74
"ARRIENDO DE INMUEBLE";"1.125.000";"diciembre";"2022";74
"CONSUMOS BÁSICOS";"0";"diciembre";"2022";74
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"diciembre";"2022";74
"MATERIALES DE OFICINA";"0";"diciembre";"2022";74
"CORRESPONDENCIA";"0";"diciembre";"2022";74
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"diciembre";"2022";74
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";74
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";74
"SEGUROS DE BIENES";"0";"diciembre";"2022";74
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";74
"SERVICIOS WEB";"0";"diciembre";"2022";74
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";74
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";74
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";74
"SERVICIOS MENORES";"600.000";"diciembre";"2022";74
"COVID-19 PERSONAL DE APOYO";"0";"diciembre";"2022";74
NA;NA;"enero";"2023";74
NA;NA;"febrero";"2023";74
NA;NA;"marzo";"2023";74
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"265.196";"marzo";"2022";1152
"TELEFONÍA";"918.885";"marzo";"2022";1152
"TRASLACIÓN";"1.100.527";"marzo";"2022";1152
"DIFUSIÓN";"0";"marzo";"2022";1152
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";1152
"ARRIENDO DE INMUEBLE";"972.903";"marzo";"2022";1152
"CONSUMOS BÁSICOS";"0";"marzo";"2022";1152
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";1152
"MATERIALES DE OFICINA";"47.519";"marzo";"2022";1152
"CORRESPONDENCIA";"0";"marzo";"2022";1152
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";1152
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";1152
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";1152
"SEGUROS DE BIENES";"0";"marzo";"2022";1152
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";1152
"SERVICIOS WEB";"0";"marzo";"2022";1152
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";1152
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";1152
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";1152
"SERVICIOS MENORES";"333.333";"marzo";"2022";1152
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";1152
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"52.232";"abril";"2022";1152
"TELEFONÍA";"295.797";"abril";"2022";1152
"TRASLACIÓN";"2.260.501";"abril";"2022";1152
"DIFUSIÓN";"1.129.913";"abril";"2022";1152
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";1152
"ARRIENDO DE INMUEBLE";"580.000";"abril";"2022";1152
"CONSUMOS BÁSICOS";"0";"abril";"2022";1152
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"191.860";"abril";"2022";1152
"MATERIALES DE OFICINA";"157.160";"abril";"2022";1152
"CORRESPONDENCIA";"0";"abril";"2022";1152
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";1152
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";1152
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";1152
"SEGUROS DE BIENES";"0";"abril";"2022";1152
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";1152
"SERVICIOS WEB";"0";"abril";"2022";1152
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";1152
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";1152
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";1152
"SERVICIOS MENORES";"500.000";"abril";"2022";1152
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";1152
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"286.311";"mayo";"2022";1152
"TELEFONÍA";"52.601";"mayo";"2022";1152
"TRASLACIÓN";"2.991.295";"mayo";"2022";1152
"DIFUSIÓN";"0";"mayo";"2022";1152
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";1152
"ARRIENDO DE INMUEBLE";"580.000";"mayo";"2022";1152
"CONSUMOS BÁSICOS";"0";"mayo";"2022";1152
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"65.711";"mayo";"2022";1152
"MATERIALES DE OFICINA";"56.924";"mayo";"2022";1152
"CORRESPONDENCIA";"0";"mayo";"2022";1152
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";1152
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";1152
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"mayo";"2022";1152
"SEGUROS DE BIENES";"0";"mayo";"2022";1152
"ARRIENDO DE OFICINAS VIRTUALES";"0";"mayo";"2022";1152
"SERVICIOS WEB";"0";"mayo";"2022";1152
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"mayo";"2022";1152
"ARRIENDO DE OFICINA MÓVIL";"0";"mayo";"2022";1152
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"mayo";"2022";1152
"SERVICIOS MENORES";"500.000";"mayo";"2022";1152
"COVID-19 PERSONAL DE APOYO";"0";"mayo";"2022";1152
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"57.488";"junio";"2022";1152
"TELEFONÍA";"52.530";"junio";"2022";1152
"TRASLACIÓN";"1.897.319";"junio";"2022";1152
"DIFUSIÓN";"1.300.000";"junio";"2022";1152
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"junio";"2022";1152
"ARRIENDO DE INMUEBLE";"580.000";"junio";"2022";1152
"CONSUMOS BÁSICOS";"63.100";"junio";"2022";1152
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"151.487";"junio";"2022";1152
"MATERIALES DE OFICINA";"258.150";"junio";"2022";1152
"CORRESPONDENCIA";"0";"junio";"2022";1152
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"junio";"2022";1152
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"junio";"2022";1152
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"junio";"2022";1152
"SEGUROS DE BIENES";"0";"junio";"2022";1152
"ARRIENDO DE OFICINAS VIRTUALES";"0";"junio";"2022";1152
